name,album,artists,"""popularity""",disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date,track_number
We Are Nowhere and It's Now,"I'm Wide Awake, It's Morning (Remastered)",['Bright Eyes'],0.364381172,1,FALSE,0.484,0.598,9,-8.266,1,0.0298,0.0647,0.0148,0.111,0.539,73.091,252833,3,2005,1/25/2005,2
New Fathoms Down,New Fathoms Down,['Onward'],0.586425251,1,FALSE,0.397,0.995,4,-3.322,0,0.137,0.0027,0.0395,0.123,0.0392,161.05,354920,4,2018,12/18/2018,1
Things Have Changed,Classic Bluegrass,['Lost and Found'],0.862779718,1,FALSE,0.622,0.459,11,-14.718,1,0.0396,0.586,0.00667,0.0632,0.806,117.319,140467,4,2005,4/19/2005,4
Queen's Prayer,A Winter's Solstice (Silver Anniversary Edition),['Ozzie Kotani'],0.416708935,1,FALSE,0.451,0.0322,7,-24.418,1,0.0464,0.904,0.148,0.113,0.149,113.679,252907,3,2001,7/31/2001,13
Hanover Wine,Broken Down Waltz,['Paul J McInnis'],0.038806473,1,FALSE,0.639,0.311,0,-8.619,1,0.0341,0.894,0.000428,0.108,0.206,131.617,229347,4,2013,8/1/2013,8
Light Up the World,Crossover,['Ruthie Foster'],0.237337246,1,FALSE,0.737,0.327,0,-8.254,1,0.0439,0.325,0,0.326,0.939,152.461,190533,4,1999,1/1/1999,5
This Time's Hard,Full English Breakfast,['Itchy Fingers'],0.510619807,1,FALSE,0.661,0.384,1,-16.173,1,0.22,0.277,0.00673,0.267,0.734,159.909,294333,4,1993,1993,6
Automatum,Liminality,['DreamReaper'],0.152785701,1,FALSE,0.566,0.905,4,-5.783,0,0.051,3.99E-05,0.817,0.104,0.418,119.99,258500,4,2019,7/20/2019,7
Hike,A Different Forest,['Hauschka'],0.198313636,1,FALSE,0.202,0.316,0,-18.814,1,0.0337,0.987,0.892,0.153,0.11,79.578,173586,4,2019,2/8/2019,1
Lotus / Blossom,Something to Live For,['John Hicks'],0.013749,1,FALSE,0.319,0.133,10,-21.462,1,0.0417,0.972,0.871,0.123,0.0699,106.952,251160,3,1998,9/18/1998,3
Lord of the Flies,Live In Berlin,['Rozz Williams'],0.295797649,1,FALSE,0.253,0.59,7,-13.274,1,0.0529,0.129,1.94E-05,0.24,0.0744,142.078,405867,4,2000,2000,6
"Salome, Op. 54, TrV 215 (Sung in English): Scene 4: Where is Salome? (Herod, Herodias, 1st Soldier)","Strauss, R.: Salome [Opera] (Sung in English)","['Richard Strauss', 'John Graham-Hall', 'Sally Burgess', 'Susan Bullock', 'John Wegner', 'Andrew Rees', 'Rebecca de Pont Davies', 'Anton Rich', 'Wynne Evans', 'Colin Judson', 'Alasdair Elliott', 'Jeremy White', 'Michael Druiett', 'Robert Parry', 'Graeme Broadbent', 'Alan Ewing', 'Roger Begley', 'Gerald Strainer', 'Philharmonia Orchestra', 'Sir Charles Mackerras']",0.182501289,1,FALSE,0.357,0.158,1,-22.221,1,0.0704,0.952,2.50E-05,0.546,0.114,137.551,245467,3,2008,11/18/2008,11
Kingsfold,Obsidian Rain,['Andi Pitcher and Kristin Washburn'],0.895250815,1,FALSE,0.299,0.0575,2,-19.229,1,0.0395,0.969,0.00321,0.0956,0.19,101.361,278147,3,1997,1/1/1997,1
This Love (Love of Your Life),Rhythm & Westrn,"[""Pinkeye D'gekko""]",0.995085808,1,FALSE,0.713,0.476,7,-7.555,1,0.0305,0.201,6.98E-05,0.0974,0.196,120.008,305400,4,2002,1/1/2002,12
Tribal Survival,"Psy-Nation, Vol. 001","['Ticon', 'Gaudium']",0.265050068,1,FALSE,0.77,0.923,10,-6.057,0,0.0626,0.00446,0.88,0.741,0.395,138.01,433478,4,2019,1/28/2019,14
Dance for the Nations,Think Twice (DOUBLE CD),['David Roth'],0.531979759,1,FALSE,0.651,0.17,10,-13.274,0,0.0992,0.901,0,0.134,0.649,108.609,96427,4,2005,1/12/2005,28
Cumulus,Cumulus,['Brotozor'],0.817629044,1,FALSE,0.507,0.944,7,-11.397,1,0.0382,0.0212,0.828,0.103,0.0294,120.012,296000,4,2019,1/15/2019,1
The Publicist,Jes,['Fast Planet'],0.89649427,1,FALSE,0.291,0.112,2,-15.99,1,0.0333,0.946,0.0694,0.0993,0.0419,113.986,261303,4,2012,2/11/2012,9
Palancio,Clint,['Oddjob'],0.751472517,1,FALSE,0.426,0.402,11,-12.209,0,0.0293,0.0272,0.926,0.253,0.121,123.875,349027,4,2010,2/26/2010,2
Too Long,Actual Re-Enactment,['Treepeople'],0.754305329,1,FALSE,0.398,0.742,7,-11.783,1,0.0612,1.00E-05,0.676,0.0502,0.544,111.428,175360,3,1994,4/13/1994,11
Sweetest Thing,The Celtic Tribute to U2,['The Boys of County Nashville'],0.913617259,1,FALSE,0.554,0.387,7,-7.799,1,0.0299,0.87,0.0774,0.256,0.551,80,263600,4,2008,2008,8
Elizabeth St.,You Make It Look So Easy,['Ross Beach'],0.976644986,1,FALSE,0.619,0.415,7,-12.898,1,0.0325,0.497,0.772,0.123,0.651,107.857,149587,4,2002,1/1/2002,10
London Bridge Is Falling Down,Lords of the Nwobhm,['Roxxcalibur'],0.080636463,1,FALSE,0,0.00297,4,-29.666,1,0,0.916,0,0.411,0,0,13920,0,2011,6/3/2011,1
Ingenting,Best Of,['kent'],0.082150165,1,FALSE,0.599,0.841,9,-5.671,0,0.0363,4.23E-05,0.00379,0.166,0.436,120.025,257880,4,2016,9/16/2016,14
Que Seas Feliz,Lo Mejor de Lo Mejor de la RCA Victor,['Los Tres Ases'],0.82409936,1,FALSE,0.756,0.183,5,-11.217,1,0.0509,0.809,0,0.0842,0.53,101.246,198747,4,2014,1/11/2014,13
"Seudati inong, Female Seudati","The Music of Islam Vol. 15: Muslim Music of Indonesia, Aceh and West Sumatra",['Seudati Inong Group'],0.733355811,2,FALSE,0.429,0.39,0,-11.135,1,0.254,0.975,3.19E-05,0.322,0.506,77.186,380133,4,1998,1/1/1998,3
Rebellious Subjects,William Shakespeare's R & J: The Concert,['Double Dutch Discords'],0.03570729,1,FALSE,0.554,0.664,9,-10.912,0,0.0657,0.0984,0,0.15,0.439,126.021,168893,4,2013,8/1/2013,2
Chaos Control,Trade In Your Halo,['Fivespeed'],0.965114042,1,FALSE,0.507,0.954,6,-4.122,1,0.0867,0.00264,0,0.647,0.687,95.889,207307,4,2002,1/1/2002,3
finding it hard to smile,finding it hard to smile,['lovelytheband'],0.010318268,1,FALSE,0.569,0.227,1,-13.01,1,0.0341,0.269,0.62,0.0736,0.29,157.995,78987,4,2018,8/3/2018,1
Little Green Apples,Blast Off,['Louis Prima with Sam Butera and the Witnesses'],0.097759058,1,FALSE,0.568,0.453,11,-15.421,1,0.547,0.864,0,0.953,0.627,115.596,218853,4,2009,9/15/2009,4
She's Into Something,The Alligator Records 30th Anniversary Collection,"['Albert Collins', 'Johnny Copeland', 'Robert Cray']",0.423388192,1,FALSE,0.714,0.574,7,-7.519,1,0.0324,0.0332,0.00389,0.0619,0.917,104.579,231733,4,2001,2001,6
Tough Boys,Crystavox,['Crystavox'],0.38226258,1,FALSE,0.57,0.913,0,-10.449,0,0.0537,0.000608,0.000202,0.8,0.381,131.024,267213,4,1990,1/1/1990,10
"Symphony No. 3 in F Major, Op. 153, ""Im Walde"": I. Abteilung: Am Tage. Eindrucke und Empfindungen: Allegro",Raff: Symphonies Nos. 3 and 10,"['Joachim Raff', 'Slovak State Philharmonic Orchestra, Kosice', 'Urs Schneider']",0.779170947,1,FALSE,0.199,0.107,5,-22.405,1,0.039,0.971,0.904,0.151,0.0751,145.393,850400,3,2003,2/2/2003,5
Galliard,Early Music (The Glory Of),"['Orlando Gibbons', 'The Rose Consort Of Viols']",0.136871335,1,FALSE,0.201,0.0584,6,-25.272,1,0.0424,0.89,0.948,0.113,0.336,82.817,186627,4,1997,11/14/1997,23
Vogel - Live,Live Session,['Bukahara'],0.403020617,1,FALSE,0.492,0.719,9,-5.339,1,0.0461,0.575,1.83E-06,0.768,0.603,86.922,302387,4,2019,4/1/2019,7
Taska Fuego,Taska Fuego,"['Chris Leão', 'Geminix']",0.556967354,1,FALSE,0.748,0.866,1,-8.052,1,0.0628,0.048,0.763,0.355,0.565,126.003,220952,4,2017,1/23/2017,1
Peacock,Monstercat 016 - Expedition,['7 Minutes Dead'],0.932107532,1,FALSE,0.603,0.948,11,-2.264,0,0.0634,0.0656,0.286,0.669,0.896,119.945,316000,4,2014,2/26/2014,24
Try Too Hard,What Goes up Must Calm Down,['The Faintest Ideas'],0.865952099,1,FALSE,0.0776,0.817,11,-6.348,0,0.0585,2.63E-06,0.907,0.12,0.261,173.263,167827,4,2006,10/10/2006,10
The Road To My Heart,The Road To My Heart,['Judy Barnett'],0.813617523,1,FALSE,0.402,0.821,0,-4.796,1,0.13,0.198,0,0.472,0.669,133.26,279813,4,2004,2004,5
Vou Perder Você,Cada Um Na Sua,['Os Diagonais'],0.748707082,1,FALSE,0.474,0.501,9,-9.013,0,0.0265,0.697,0.0047,0.573,0.764,84.827,237772,4,1971,3/30/1971,3
Hodie Beata Virgo Maria,Le Divin Arcadelt,"['Jacques Arcadelt', 'Musica Contexta', 'The English Cornett and Sackbut Ensemble', 'Simon Ravens']",0.075415693,1,FALSE,0.153,0.0309,7,-25.182,0,0.0423,0.992,0.0827,0.0753,0.0564,86.688,204000,3,2011,2011,2
The Legend Of The Master-Ring,Minas Morgul,['Summoning'],0.576560551,1,FALSE,0.424,0.923,5,-7.894,0,0.0506,0.252,0.0622,0.164,0.466,121.246,327533,4,1995,10/1/1995,10
Compton Compton,Untold Story,['The Game'],0.969663756,1,TRUE,0.643,0.553,6,-9.407,1,0.375,0.246,0,0.581,0.947,95.621,217827,4,2004,10/19/2004,16
Renfro Valley,"30 Bluegrass Favorites, Volume 2 - Power Picks",['Jack Casey'],0.659700497,1,FALSE,0.546,0.608,7,-8.249,1,0.0289,0.329,0.00632,0.518,0.78,117.858,86000,4,2015,7/10/2015,23
Sfashkenaz,"Journeys, Vol. 4",['Abie Rotenberg'],0.780536437,1,FALSE,0.537,0.699,2,-4.72,1,0.0756,0.555,0,0.267,0.463,115.996,403720,4,2010,5/5/2010,7
"I See Dead People in Boats (From ""Pirates of the Caribbean: At World's End"")",The Music of Hans Zimmer: The Definitive Collection,['The City of Prague Philharmonic Orchestra'],0.104830201,3,FALSE,0.21,0.137,2,-17.977,0,0.0345,0.764,0.917,0.0969,0.0481,76.044,336507,4,2014,9/2/2014,6
Mickey the Pipes,Mischief,['Beoga'],0.906395235,1,FALSE,0.428,0.482,2,-9.218,1,0.0345,0.766,0.191,0.274,0.719,118.081,229747,4,2007,6/5/2007,9
Will We Ever Die,Cryogenesis,['Colossal Trailer Music'],0.702048824,1,FALSE,0.621,0.609,1,-11.037,1,0.0525,0.0734,0.867,0.113,0.0393,130.007,203936,4,2016,3/17/2016,15
Sheets in the Wind,Hit After Hit,['The Bare Minimum'],0.064441802,1,FALSE,0.388,0.947,11,-4.988,1,0.0708,3.35E-06,0.565,0.357,0.571,157.506,153143,4,2014,3/25/2014,3
Taken for a Ride,Marvin's Marvelous Mechanical Museum,['Tally Hall'],0.052927571,1,FALSE,0.46,0.567,8,-5.873,1,0.0456,0.129,1.81E-05,0.155,0.248,98.652,283640,4,2005,10/24/2005,4
Take a Walk in the Sunshine (Remix),Feeling Good,['Roy Hamilton'],0.614314095,1,FALSE,0.725,0.747,5,-7.349,1,0.0323,0.0152,0.563,0.0532,0.666,103,240066,4,2017,7/1/2017,14
Como Yo,De Vuelta al Amor,['Domingo Quiñones'],0.926848747,1,FALSE,0.524,0.815,7,-6.035,0,0.0431,0.434,0.000243,0.0823,0.793,170.401,306507,4,2014,5/6/2014,8
Here's That Rainy Day,This Side Up,"['Rich Ruttenberg, Joel Hamilton & Jerry Kalaf']",0.43427458,1,FALSE,0.428,0.161,9,-23.463,0,0.0366,0.899,0.909,0.0518,0.0963,110.399,373560,4,2010,1/7/2010,4
Here,Low Volume Music,"['Steve Roach', 'Dirk Serries']",0.709941109,1,FALSE,0.0581,0.0651,7,-23.524,1,0.0474,0.909,0.946,0.179,0.0334,51.973,481947,4,2012,6/19/2012,1
Can't Help Loving You,Thinking About You I + II,['Karac Hendriks'],0.185321963,1,FALSE,0.525,0.684,0,-4.645,1,0.0267,0.354,2.53E-05,0.112,0.614,88.144,240386,4,2017,7/1/2017,4
Viaticum,Viaticum,['Esbjörn Svensson Trio'],0.339209087,1,FALSE,0.646,0.237,5,-18.604,0,0.0528,0.792,0.91,0.102,0.0398,120.133,411600,4,2005,1/24/2005,5
Turtleduvs - Boeoes Kaelstigen Remix,Turtleduvs,"['Duvchi', 'Boeoes Kaelstigen']",0.644774034,1,FALSE,0.553,0.647,10,-10.644,1,0.0368,0.889,0.828,0.126,0.108,120.997,297521,4,2011,10/11/2011,2
"""That Was in the Early Thirties...""",Lady Day at Emerson's Bar & Grill (Original Broadway Cast Recording),['Audra McDonald'],0.660030341,1,FALSE,0.714,0.336,9,-15.111,0,0.941,0.783,0,0.612,0.608,127.074,104480,3,2014,7/15/2014,11
Hi Fly,NY Swing,"['John Bunch', 'Bucky Pizzarelli']",0.479851548,1,FALSE,0.667,0.099,0,-27.246,1,0.0383,0.933,0.868,0.119,0.426,126.116,321427,4,1992,1992,2
Perpetual Atheist,Stage Door EP,['Goncalo M'],0.155546207,1,FALSE,0.749,0.976,2,-9.866,1,0.0486,0.00191,0.936,0.112,0.72,130.008,389538,4,2018,6/13/2018,2
Steine,Die großen Erfolge,['Puhdys'],0.94018684,1,FALSE,0.34,0.46,4,-9.342,1,0.0345,0.000144,0.000323,0.165,0.231,92.234,265840,4,2016,4/29/2016,9
Maldito amanecer,Corazon arrepentido,['Rey Ruiz'],0.892593523,1,FALSE,0.678,0.763,11,-5.62,1,0.03,0.0822,0,0.209,0.779,139.946,200760,4,2010,6/8/2010,4
Soul And Skin,Restless Days,['The Clarks'],0.769374118,1,FALSE,0.574,0.894,7,-5.145,1,0.0269,0.0252,0.0053,0.326,0.707,129.95,206573,4,2009,6/9/2009,5
Multiple Stab Wounds,Conquering South America,['Malevolent Creation'],0.613808177,1,FALSE,0.372,0.983,1,-3.456,1,0.146,3.27E-05,0.159,0.797,0.114,105.712,205720,4,2007,9/18/2007,2
Lifetime Architect,Just An Echo,['Grovur'],0.881363161,1,FALSE,0.331,0.242,3,-12.25,1,0.0302,0.0921,0.0783,0.122,0.151,145.252,297893,3,2001,8/29/2001,2
Mother's Favorite Fruit,Food for the Gods,['Wendy Rowe & Neara Russell'],0.289605077,1,FALSE,0.34,0.0931,1,-16.279,0,0.07,0.982,6.12E-06,0.11,0.103,74.049,257053,4,2006,1/1/2006,2
All That I Want,Dear as Diamonds,['Hollywood Gossip'],0.966731027,1,FALSE,0.405,0.544,11,-7.606,1,0.0354,0.0615,8.62E-05,0.167,0.318,130.36,312707,4,2010,6/19/2010,12
Take Me Broken,Beyond Here,['Salt Of The Sound'],0.312546696,1,FALSE,0.132,0.187,0,-18.356,1,0.0392,0.952,0.792,0.089,0.0381,84.701,164000,3,2018,11/2/2018,4
Brunette,Gigantic Brain,['Gigantic Brain'],0.703920928,1,FALSE,0.537,0.919,5,-6.977,0,0.0544,0.000624,0.669,0.728,0.274,114.975,117867,4,2016,2/26/2016,7
Abisme,Homes,['Shida Shahabi'],0.289787268,1,FALSE,0.231,0.152,7,-29.242,0,0.0371,0.947,0.933,0.149,0.469,136.132,303026,4,2018,10/19/2018,1
Heartbroken Bopper,Track Record,['The Guess Who'],0.458874441,1,FALSE,0.309,0.662,9,-9.288,1,0.0331,0.00736,0.000599,0.524,0.695,174.811,295200,4,1988,1988,16
Kronos Leaves / CAPTAINâ€ˆKRONOS End Credit,Captain Kronos: Vampire Hunter,['Laurie Johnson'],0.197100186,1,FALSE,0.171,0.406,0,-11.078,1,0.0351,0.881,0.848,0.126,0.0418,61.052,108080,4,2015,9/18/2015,28
Stealth and Cunning,Dungeons & Dragons - Official Roleplaying Soundtrack,['Midnight Syndicate'],0.418744259,1,FALSE,0.17,0.172,7,-24.939,1,0.0502,0.5,0.375,0.119,0.0267,116.471,76387,3,2003,1/1/2003,6
Sexy,Joey To The World 2,['Joey De Leon'],0.105137289,1,FALSE,0.393,0.733,0,-4.431,1,0.0353,0.0131,0.000505,0.0862,0.433,160.654,313787,4,2007,1/19/2007,8
Excerpt from Tentative Conclusion (feat. John Brock),In Tune With Tomorrow,"['Android', 'John Brock']",0.876692885,1,FALSE,0.552,0.499,6,-20.308,0,0.052,0.697,0.984,0.371,0.695,110.094,180455,4,2014,7/31/2014,9
I.F.W.Y.,"Raw Daybreaks, Vol. 1",['Liv.e'],0.110791519,1,TRUE,0.745,0.542,5,-9.6,0,0.0977,0.425,0.154,0.109,0.906,72.233,165137,4,2017,12/7/2017,2
Philip Schatz,Philipp Schatz,['Village Of Savoonga'],0.842691337,1,FALSE,0.27,0.176,7,-13.568,1,0.0437,0.87,0.153,0.111,0.044,94.43,279907,4,2000,4/18/2000,9
Constant Craving (Glee Cast Version),"Glee: The Music, The Complete Season Three",['Glee Cast'],0.170950003,1,FALSE,0.543,0.807,5,-4.622,0,0.0318,0.0815,0,0.17,0.278,128.988,278040,4,2012,8/28/2012,35
Hall of Shame,Tattoos and Whiskey,['Midnight Blues'],0.823720418,1,TRUE,0.246,0.579,9,-5.619,0,0.0342,0.00364,0.000152,0.577,0.374,189.856,364121,3,2015,2/2/2015,8
Siste dans,Livets Landevei,['Heidi Hauge'],0.565532266,1,FALSE,0.697,0.487,0,-7.192,1,0.0289,0.0685,2.42E-06,0.0691,0.699,119.988,250404,4,2019,5/31/2019,24
"Shame, Shame, Shame",Slippin' In,['Buddy Guy'],0.569626009,1,FALSE,0.43,0.81,9,-8.043,1,0.0372,0.00623,0.487,0.0956,0.879,177.152,212533,4,1994,10/25/1994,4
Simple,Love Me Tender,"['Frank Möbus', 'Der Rote Bereich']",0.106497954,1,FALSE,0.581,0.175,4,-12.61,1,0.0628,0.845,0.347,0.108,0.394,75.994,191667,4,2001,1/29/2001,5
Norteña Del Sur,Tijuana Sound Machine (Nortec Collective Presents: Bostich+Fussible),['Nortec: Bostich + Fussible'],0.508670431,1,FALSE,0.807,0.918,2,-4.873,1,0.0479,0.225,0.167,0.329,0.884,105.004,173707,4,2008,5/6/2008,2
"Mic Check (one, two)",Sound Proof,['The Phormula'],0.817719215,1,FALSE,0.951,0.475,10,-9.724,0,0.257,0.0427,0,0.679,0.476,100.013,207213,4,2004,1/1/2004,3
Young World,Big Day,['Slow Pulp'],0.091568098,1,FALSE,0.627,0.534,2,-7.429,1,0.0264,0.00918,0.212,0.082,0.433,76.481,204000,4,2019,5/15/2019,4
Hazy - Original Mix,Issue 2,['Killrina'],0.628300133,1,FALSE,0.564,0.967,5,0.038,0,0.472,0.0387,0.212,0.182,0.361,144.891,231724,4,2018,8/13/2018,4
A Girl's Garden,Thompson: Testament Of Freedom; Frostiana,"['New York Choral Society', 'Richard Auldon Clark', 'Manhattan Chamber Orchestra']",0.435983331,1,FALSE,0.565,0.195,2,-19.768,0,0.0394,0.978,2.87E-06,0.106,0.663,129.172,173133,4,1995,6/20/1995,9
Feel Good,Soulful Classics,['Urban Mystic'],0.565601667,1,FALSE,0.673,0.73,1,-5.99,1,0.0379,0.0294,0,0.188,0.415,80.004,228961,4,2015,7/31/2015,14
These Two Things,LEVEL,['Eric Hofbauer and the Infrared Band'],0.099811564,1,FALSE,0.525,0.313,4,-12.314,1,0.0666,0.817,0.0905,0.0907,0.364,147.372,358440,4,2011,6/21/2011,1
"St. Matthew Passion, BWV 244: Erbarme dich, mein Gott",Bach (The Very Best Of),"['Johann Sebastian Bach', 'Ibolya Verebics', 'Hungarian State Symphony Orchestra', 'Géza Oberfrank']",0.349093121,1,FALSE,0.206,0.233,4,-14.878,0,0.0414,0.986,0.0409,0.141,0.141,92.062,430013,3,2005,10/18/2005,10
"Die Eroberung von Mexico, Act I ""Die Vorzeichen"": Raíz del Hombre - Strophe (Live)",Rihm: Die Eroberung von Mexico (Live),"['Wolfgang Rihm', 'Richard Salter', 'Renate Behle', 'Carmen Fugiss', 'Susanne Otto', 'Peter Kollek', 'Hans Joachim Frey', 'George Becker', 'Hamburg State Opera Chorus', 'Hamburg Philharmonic State Orchestra', 'Ingo Metzmacher']",0.189669499,1,FALSE,0.108,0.026,5,-33.2,0,0.0515,0.954,0.000181,0.474,0.0331,91.062,171800,3,1995,1/25/1995,5
Government Meat,Nothing To Say,['Ali Eskandarian'],0.057225593,1,FALSE,0.618,0.669,9,-5.575,1,0.0375,0.343,1.68E-06,0.129,0.573,104.7,217227,4,2006,1/1/2006,6
The Many Ways,Usher,['Usher'],0.941151575,1,FALSE,0.648,0.633,9,-6.868,0,0.0502,0.19,5.31E-06,0.0947,0.747,76.938,343600,4,1994,8/30/1994,7
Fauchery - Resumption,Simplicity in Complexity,['Pawel Kaczmarczyk'],0.699796727,1,FALSE,0.305,0.105,9,-20.627,1,0.0337,0.793,0.926,0.12,0.0393,95.498,205813,4,2009,9/25/2009,11
Wheel Within A Wheel,Faith in Action,"['Orrin Evans', 'Luques Curtis', 'Rocky Bryant']",0.514178728,1,FALSE,0.379,0.475,7,-9.909,0,0.0296,0.36,0.341,0.158,0.367,105.802,350693,3,2010,2/2/2010,3
Sake Six Ams,Lounge Meditations Volume 3,['Sonic Boutique'],0.500658194,1,FALSE,0.628,0.616,8,-11.738,0,0.027,0.0421,0.884,0.0962,0.536,91.991,323120,4,2003,8/7/2003,4
Prelude and Fugue in D Minor: Fugue,"Pachelbel, J.: Organ Music (Complete), Vol. 3","['Johann Pachelbel', 'Joseph Payne']",0.602696908,1,FALSE,0.123,0.0817,2,-20.468,0,0.0362,0.947,0.772,0.072,0.196,81.555,137307,4,1996,1/1/1996,2
Unsagbar,Seltsam Erscheint Unsere Lage,['Rodach'],0.882581171,1,FALSE,0.574,0.147,4,-18.991,0,0.0474,0.944,0.79,0.113,0.475,155.924,213747,3,2009,9/4/2009,5
Lagi Na Lamang Ba,Lagi Na Lamang Ba,['Session Road'],0.270005956,1,FALSE,0.487,0.845,7,-6.42,1,0.0364,0.00118,0.000709,0.155,0.602,142.967,238680,4,2016,11/4/2016,1
Pick Yo Mans Up,Demonz N My Bleep,"['A-Wax', 'Ralow']",0.958203316,1,TRUE,0.808,0.416,7,-11.492,1,0.125,0.0432,3.21E-06,0.162,0.212,91.006,163528,4,2019,12/10/2019,18
Antenna,12 Songs,"['Jenny Scheinman', 'Bill Frisell']",0.700626257,1,FALSE,0.241,0.304,9,-11.91,0,0.0276,0.716,0.415,0.0985,0.097,170.645,451253,4,2005,2005,10
Focus (featuring Joe Buddens),The Desert Storm Mixtape: DJ Envy Blok Party Vol. 1,['DJ Envy'],0.471721277,1,TRUE,0.849,0.83,10,-2.384,0,0.312,0.0604,0,0.138,0.769,95.907,222467,4,2002,6/3/2002,15
Halo,I AM...SASHA FIERCE,['Beyoncé'],0.382173883,1,FALSE,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,261640,4,2008,11/17/2008,2
Grey,Colors,['Ken Nordine'],0.909964444,1,FALSE,0.702,0.191,8,-17.699,1,0.528,0.0744,5.14E-05,0.069,0.451,76.384,100760,4,1966,1966,33
Powder Cocaine (feat. Slug & Catero),Weather or Not,"['Evidence', 'Slug', 'Catero']",0.26939831,1,TRUE,0.514,0.773,10,-6.272,0,0.23,0.0174,0.000187,0.455,0.522,173.019,176240,4,2018,1/26/2018,3
Katy Song,Lost Verses Live,['Mark Kozelek'],0.301287431,1,FALSE,0.443,0.104,5,-24.253,1,0.0325,0.925,0.0858,0.642,0.251,80.887,260880,4,2009,5/12/2009,14
Motormouth/lockjaw,Kiara Geller,['Kiara Geller'],0.308950534,1,FALSE,0.649,0.84,9,-6.128,1,0.0363,0.149,0.0231,0.0657,0.805,132.232,169373,4,2004,1/1/2004,2
Shamma Lamma Ding Dong,Enter the Mowo,['Mocean Worker'],0.113105506,1,FALSE,0.82,0.619,1,-6.645,1,0.085,0.306,0.625,0.286,0.416,109.868,312764,4,2008,1/29/2008,4
"Viola da Gamba Sonata in G Minor, Wq. 88, H. 510: III. Allegro assai","Bach, C.P.E.: Viola Da Gamba Sonatas","['Carl Philipp Emanuel Bach', 'Dmitry Kouzov', 'Peter Laul']",0.66346315,1,FALSE,0.564,0.348,7,-11.435,0,0.0353,0.994,0.933,0.292,0.576,131.189,308747,4,2008,3/25/2008,9
"Symphony No. 1, Op. 57: Allegro molto","Flagello: Symphony No. 1 / Theme, Variations and Fugue","['Nicolas Flagello', 'Slovak Radio Symphony Orchestra', 'David Amos']",0.276962105,1,FALSE,0.236,0.161,7,-19.606,1,0.0403,0.915,0.845,0.0927,0.0641,106.962,522000,4,2003,4/30/2003,1
Merry Christmas Baby - with The Royal Philharmonic Orchestra,Christmas with Elvis and the Royal Philharmonic Orchestra (Deluxe),"['Elvis Presley', 'Royal Philharmonic Orchestra']",0.579538004,1,FALSE,0.351,0.495,0,-7.967,1,0.0275,0.0658,0.00739,0.209,0.416,97.897,290987,3,2017,11/24/2017,4
"Piano Sonata No. 8 in C Minor, Op. 13, ""Pathetique"": II. Adagio cantabile","Beethoven, L. Van: Piano Sonatas (Complete)","['Ludwig van Beethoven', 'Claude Frank']",0.632189668,5,FALSE,0.261,0.0108,8,-33.279,1,0.0417,0.994,0.937,0.104,0.104,67.155,350107,3,2011,4/1/2011,2
Fea,45 Aniversario,['Sonora Ponceña'],0.238821626,1,FALSE,0.677,0.833,0,-2.994,1,0.0383,0.466,0,0.649,0.927,103.22,472133,4,2000,11/21/2000,2
Frozen Rain,Mostly Done Good,['Rogue Lobster'],0.745703043,1,FALSE,0.461,0.317,7,-9.992,1,0.0344,0.667,0.000107,0.142,0.37,118.843,244467,3,2015,6/20/2015,11
Interlude,Urban Theme Park,['Julian Siegel'],0.579357947,1,FALSE,0.438,0.429,0,-11.791,1,0.0357,0.755,0.834,0.293,0.396,105.676,427547,3,2011,4/18/2011,7
Chubby Girls With Scarves,You Are Nothing Special,['Maxwell Hauser'],0.838263487,1,FALSE,0.263,0.16,7,-15.831,0,0.0351,0.739,0.924,0.118,0.0345,138.427,240713,1,2020,3/13/2020,8
Benedicamus Domino,On Christmas Night,"['Peter Warlock', ""Choir of St. John's College, Cambridge"", 'Andrew Nethsingha']",0.315937715,1,FALSE,0.234,0.183,0,-24.712,1,0.0597,0.995,0,0.147,0.158,92.171,86733,4,2011,2011,10
South,Conversations,"['Karl Berger', 'James Blood Ulmer']",0.460920924,1,FALSE,0.423,0.0941,4,-22.412,0,0.0552,0.98,0.914,0.0642,0.199,160.997,262040,3,1994,1994,11
Behave (feat. Rotten Sircus),City Life Chronicles,"['Adot-Upt', 'Rotten Sircus']",0.878583097,1,TRUE,0.346,0.795,1,-5.716,1,0.347,0.202,0,0.587,0.517,171.232,226000,4,2014,10/6/2014,3
Lonesome George,Home,['The Novel Ideas'],0.65096794,1,FALSE,0.44,0.494,4,-11.16,1,0.0364,0.781,0.257,0.126,0.465,169.953,156027,4,2012,4/26/2012,4
Розы на снегу,Коллекция,['Philipp Kirkorov'],0.873803486,4,FALSE,0.538,0.36,0,-16.165,1,0.0354,0.125,5.84E-05,0.239,0.166,116.028,300427,4,2013,9/24/2013,6
Cosmic Slop,Live & Kickin',['George Clinton & The P-Funk All Stars'],0.208424318,1,FALSE,0.479,0.971,6,-5.771,0,0.0758,0.0059,0.0275,0.977,0.573,107.967,459880,4,1997,9/15/1997,1
